"run","randomSeed","numTanksBlue","default_observer_minPycor","default_observer_maxPycor","numSoldierBlue","default_observer_maxPxcor","numRidersBlue","default_observer_minPxcor","numTanksRed","numRidersRed","numSoldierRed"
406,2060004553,10,-16,16,20,16,0,-16,0,0,0
407,2060004912,10,-16,16,20,16,0,-16,0,0,10
408,2060005256,10,-16,16,20,16,0,-16,0,0,20
409,2060005631,10,-16,16,20,16,0,-16,0,10,0
410,2060006068,10,-16,16,20,16,0,-16,0,10,10
411,2060006397,10,-16,16,20,16,0,-16,0,10,20
412,2060006834,10,-16,16,20,16,0,-16,0,20,0
413,2060007147,10,-16,16,20,16,0,-16,0,20,10
414,2060007475,10,-16,16,20,16,0,-16,0,20,20
415,2060007865,10,-16,16,20,16,0,-16,10,0,0
416,2060008225,10,-16,16,20,16,0,-16,10,0,10
417,2060008553,10,-16,16,20,16,0,-16,10,0,20
418,2060008959,10,-16,16,20,16,0,-16,10,10,0
419,2060009350,10,-16,16,20,16,0,-16,10,10,10
420,2060009756,10,-16,16,20,16,0,-16,10,10,20
421,2060010147,10,-16,16,20,16,0,-16,10,20,0
422,2060010475,10,-16,16,20,16,0,-16,10,20,10
423,2060010943,10,-16,16,20,16,0,-16,10,20,20
424,2060011350,10,-16,16,20,16,0,-16,20,0,0
425,2060011678,10,-16,16,20,16,0,-16,20,0,10
426,2060012037,10,-16,16,20,16,0,-16,20,0,20
427,2060012334,10,-16,16,20,16,0,-16,20,10,0
428,2060012631,10,-16,16,20,16,0,-16,20,10,10
429,2060013084,10,-16,16,20,16,0,-16,20,10,20
430,2060013443,10,-16,16,20,16,0,-16,20,20,0
431,2060013834,10,-16,16,20,16,0,-16,20,20,10
432,2060014115,10,-16,16,20,16,0,-16,20,20,20
433,2060014506,10,-16,16,20,16,10,-16,0,0,0
434,2060014818,10,-16,16,20,16,10,-16,0,0,10
435,2060015115,10,-16,16,20,16,10,-16,0,0,20
436,2060015459,10,-16,16,20,16,10,-16,0,10,0
437,2060015803,10,-16,16,20,16,10,-16,0,10,10
438,2060016115,10,-16,16,20,16,10,-16,0,10,20
439,2060016475,10,-16,16,20,16,10,-16,0,20,0
440,2060016928,10,-16,16,20,16,10,-16,0,20,10
441,2060017334,10,-16,16,20,16,10,-16,0,20,20
442,2060017646,10,-16,16,20,16,10,-16,10,0,0
443,2060017928,10,-16,16,20,16,10,-16,10,0,10
444,2060018256,10,-16,16,20,16,10,-16,10,0,20
445,2060018553,10,-16,16,20,16,10,-16,10,10,0
446,2060018912,10,-16,16,20,16,10,-16,10,10,10
447,2060019303,10,-16,16,20,16,10,-16,10,10,20
448,2060019725,10,-16,16,20,16,10,-16,10,20,0
449,2060020133,10,-16,16,20,16,10,-16,10,20,10
450,2060020477,10,-16,16,20,16,10,-16,10,20,20
451,2060020852,10,-16,16,20,16,10,-16,20,0,0
452,2060021102,10,-16,16,20,16,10,-16,20,0,10
453,2060021461,10,-16,16,20,16,10,-16,20,0,20
454,2060021836,10,-16,16,20,16,10,-16,20,10,0
455,2060022227,10,-16,16,20,16,10,-16,20,10,10
456,2060022524,10,-16,16,20,16,10,-16,20,10,20
457,2060022930,10,-16,16,20,16,10,-16,20,20,0
458,2060023289,10,-16,16,20,16,10,-16,20,20,10
459,2060023711,10,-16,16,20,16,10,-16,20,20,20
460,2060024118,10,-16,16,20,16,20,-16,0,0,0
461,2060024477,10,-16,16,20,16,20,-16,0,0,10
462,2060024805,10,-16,16,20,16,20,-16,0,0,20
463,2060025133,10,-16,16,20,16,20,-16,0,10,0
464,2060025446,10,-16,16,20,16,20,-16,0,10,10
465,2060025789,10,-16,16,20,16,20,-16,0,10,20
466,2060026196,10,-16,16,20,16,20,-16,0,20,0
467,2060026586,10,-16,16,20,16,20,-16,0,20,10
468,2060026930,10,-16,16,20,16,20,-16,0,20,20
469,2060027305,10,-16,16,20,16,20,-16,10,0,0
470,2060027680,10,-16,16,20,16,20,-16,10,0,10
471,2060028102,10,-16,16,20,16,20,-16,10,0,20
472,2060028493,10,-16,16,20,16,20,-16,10,10,0
473,2060028805,10,-16,16,20,16,20,-16,10,10,10
474,2060029133,10,-16,16,20,16,20,-16,10,10,20
475,2060029508,10,-16,16,20,16,20,-16,10,20,0
476,2060029868,10,-16,16,20,16,20,-16,10,20,10
477,2060030258,10,-16,16,20,16,20,-16,10,20,20
478,2060030711,10,-16,16,20,16,20,-16,20,0,0
479,2060031024,10,-16,16,20,16,20,-16,20,0,10
480,2060031352,10,-16,16,20,16,20,-16,20,0,20
481,2060031664,10,-16,16,20,16,20,-16,20,10,0
482,2060032024,10,-16,16,20,16,20,-16,20,10,10
483,2060032336,10,-16,16,20,16,20,-16,20,10,20
484,2060032711,10,-16,16,20,16,20,-16,20,20,0
485,2060033086,10,-16,16,20,16,20,-16,20,20,10
486,2060033477,10,-16,16,20,16,20,-16,20,20,20
487,2060033899,20,-16,16,0,16,0,-16,0,0,0
488,2060034211,20,-16,16,0,16,0,-16,0,0,10
489,2060034571,20,-16,16,0,16,0,-16,0,0,20
490,2060035008,20,-16,16,0,16,0,-16,0,10,0
491,2060035414,20,-16,16,0,16,0,-16,0,10,10
492,2060035868,20,-16,16,0,16,0,-16,0,10,20
493,2060036258,20,-16,16,0,16,0,-16,0,20,0
494,2060036680,20,-16,16,0,16,0,-16,0,20,10
495,2060037180,20,-16,16,0,16,0,-16,0,20,20
496,2060037586,20,-16,16,0,16,0,-16,10,0,0
497,2060038039,20,-16,16,0,16,0,-16,10,0,10
498,2060038461,20,-16,16,0,16,0,-16,10,0,20
499,2060038836,20,-16,16,0,16,0,-16,10,10,0
500,2060039196,20,-16,16,0,16,0,-16,10,10,10
501,2060039477,20,-16,16,0,16,0,-16,10,10,20
502,2060039821,20,-16,16,0,16,0,-16,10,20,0
503,2060040164,20,-16,16,0,16,0,-16,10,20,10
504,2060040461,20,-16,16,0,16,0,-16,10,20,20
505,2060040883,20,-16,16,0,16,0,-16,20,0,0
506,2060041227,20,-16,16,0,16,0,-16,20,0,10
507,2060041555,20,-16,16,0,16,0,-16,20,0,20
508,2060041836,20,-16,16,0,16,0,-16,20,10,0
509,2060042164,20,-16,16,0,16,0,-16,20,10,10
510,2060042571,20,-16,16,0,16,0,-16,20,10,20
511,2060042914,20,-16,16,0,16,0,-16,20,20,0
512,2060043211,20,-16,16,0,16,0,-16,20,20,10
513,2060043524,20,-16,16,0,16,0,-16,20,20,20
514,2060043899,20,-16,16,0,16,10,-16,0,0,0
515,2060044289,20,-16,16,0,16,10,-16,0,0,10
516,2060044617,20,-16,16,0,16,10,-16,0,0,20
517,2060045008,20,-16,16,0,16,10,-16,0,10,0
518,2060045461,20,-16,16,0,16,10,-16,0,10,10
519,2060045805,20,-16,16,0,16,10,-16,0,10,20
520,2060046133,20,-16,16,0,16,10,-16,0,20,0
521,2060046446,20,-16,16,0,16,10,-16,0,20,10
522,2060046758,20,-16,16,0,16,10,-16,0,20,20
523,2060047086,20,-16,16,0,16,10,-16,10,0,0
524,2060047461,20,-16,16,0,16,10,-16,10,0,10
525,2060047805,20,-16,16,0,16,10,-16,10,0,20
526,2060048227,20,-16,16,0,16,10,-16,10,10,0
527,2060048633,20,-16,16,0,16,10,-16,10,10,10
528,2060048977,20,-16,16,0,16,10,-16,10,10,20
529,2060049446,20,-16,16,0,16,10,-16,10,20,0
530,2060049836,20,-16,16,0,16,10,-16,10,20,10
531,2060050180,20,-16,16,0,16,10,-16,10,20,20
532,2060050602,20,-16,16,0,16,10,-16,20,0,0
533,2060050993,20,-16,16,0,16,10,-16,20,0,10
534,2060051353,20,-16,16,0,16,10,-16,20,0,20
535,2060051774,20,-16,16,0,16,10,-16,20,10,0
536,2060052180,20,-16,16,0,16,10,-16,20,10,10
537,2060052586,20,-16,16,0,16,10,-16,20,10,20
538,2060052914,20,-16,16,0,16,10,-16,20,20,0
539,2060053258,20,-16,16,0,16,10,-16,20,20,10
540,2060053586,20,-16,16,0,16,10,-16,20,20,20
541,2060054008,20,-16,16,0,16,20,-16,0,0,0
542,2060054414,20,-16,16,0,16,20,-16,0,0,10
543,2060054758,20,-16,16,0,16,20,-16,0,0,20
544,2060055149,20,-16,16,0,16,20,-16,0,10,0
545,2060055446,20,-16,16,0,16,20,-16,0,10,10
546,2060055836,20,-16,16,0,16,20,-16,0,10,20
547,2060056243,20,-16,16,0,16,20,-16,0,20,0
548,2060056649,20,-16,16,0,16,20,-16,0,20,10
549,2060056977,20,-16,16,0,16,20,-16,0,20,20
550,2060057414,20,-16,16,0,16,20,-16,10,0,0
551,2060057649,20,-16,16,0,16,20,-16,10,0,10
552,2060058024,20,-16,16,0,16,20,-16,10,0,20
553,2060058336,20,-16,16,0,16,20,-16,10,10,0
554,2060058664,20,-16,16,0,16,20,-16,10,10,10
555,2060059024,20,-16,16,0,16,20,-16,10,10,20
556,2060059336,20,-16,16,0,16,20,-16,10,20,0
557,2060059680,20,-16,16,0,16,20,-16,10,20,10
558,2060060055,20,-16,16,0,16,20,-16,10,20,20
559,2060060477,20,-16,16,0,16,20,-16,20,0,0
560,2060060852,20,-16,16,0,16,20,-16,20,0,10
561,2060061180,20,-16,16,0,16,20,-16,20,0,20
562,2060061493,20,-16,16,0,16,20,-16,20,10,0
563,2060061899,20,-16,16,0,16,20,-16,20,10,10
564,2060062258,20,-16,16,0,16,20,-16,20,10,20
565,2060062633,20,-16,16,0,16,20,-16,20,20,0
566,2060062914,20,-16,16,0,16,20,-16,20,20,10
567,2060063305,20,-16,16,0,16,20,-16,20,20,20
568,2060063696,20,-16,16,10,16,0,-16,0,0,0
569,2060064118,20,-16,16,10,16,0,-16,0,0,10
570,2060064493,20,-16,16,10,16,0,-16,0,0,20
571,2060064805,20,-16,16,10,16,0,-16,0,10,0
572,2060065118,20,-16,16,10,16,0,-16,0,10,10
573,2060065430,20,-16,16,10,16,0,-16,0,10,20
574,2060065821,20,-16,16,10,16,0,-16,0,20,0
575,2060066149,20,-16,16,10,16,0,-16,0,20,10
576,2060066493,20,-16,16,10,16,0,-16,0,20,20
577,2060066821,20,-16,16,10,16,0,-16,10,0,0
578,2060067180,20,-16,16,10,16,0,-16,10,0,10
579,2060067539,20,-16,16,10,16,0,-16,10,0,20
580,2060068008,20,-16,16,10,16,0,-16,10,10,0
581,2060068305,20,-16,16,10,16,0,-16,10,10,10
582,2060068618,20,-16,16,10,16,0,-16,10,10,20
583,2060068993,20,-16,16,10,16,0,-16,10,20,0
584,2060069383,20,-16,16,10,16,0,-16,10,20,10
585,2060069696,20,-16,16,10,16,0,-16,10,20,20
586,2060070039,20,-16,16,10,16,0,-16,20,0,0
587,2060070430,20,-16,16,10,16,0,-16,20,0,10
588,2060070743,20,-16,16,10,16,0,-16,20,0,20
589,2060071102,20,-16,16,10,16,0,-16,20,10,0
590,2060071508,20,-16,16,10,16,0,-16,20,10,10
591,2060071946,20,-16,16,10,16,0,-16,20,10,20
592,2060072243,20,-16,16,10,16,0,-16,20,20,0
593,2060072586,20,-16,16,10,16,0,-16,20,20,10
594,2060072930,20,-16,16,10,16,0,-16,20,20,20
595,2060073274,20,-16,16,10,16,10,-16,0,0,0
596,2060073774,20,-16,16,10,16,10,-16,0,0,10
597,2060074164,20,-16,16,10,16,10,-16,0,0,20
598,2060074493,20,-16,16,10,16,10,-16,0,10,0
599,2060074914,20,-16,16,10,16,10,-16,0,10,10
600,2060075258,20,-16,16,10,16,10,-16,0,10,20
601,2060075696,20,-16,16,10,16,10,-16,0,20,0
602,2060075977,20,-16,16,10,16,10,-16,0,20,10
603,2060076461,20,-16,16,10,16,10,-16,0,20,20
604,2060076805,20,-16,16,10,16,10,-16,10,0,0
605,2060077055,20,-16,16,10,16,10,-16,10,0,10
606,2060077430,20,-16,16,10,16,10,-16,10,0,20
607,2060077852,20,-16,16,10,16,10,-16,10,10,0
