"tick","run","remainingTanksBlue","remainingTanksRed","remainingRidersBlue","remainingRidersRed","remainingSoldiersBlue","remainingSoldiersRed"
1.0,1,10.0,10.0,10.0,10.0,10.0,10.0
2.0,1,10.0,10.0,10.0,10.0,10.0,10.0
3.0,1,10.0,10.0,9.0,10.0,10.0,10.0
4.0,1,10.0,10.0,9.0,10.0,10.0,9.0
5.0,1,10.0,9.0,8.0,10.0,10.0,9.0
6.0,1,10.0,9.0,8.0,10.0,10.0,9.0
7.0,1,10.0,9.0,7.0,9.0,10.0,9.0
8.0,1,10.0,9.0,7.0,9.0,10.0,9.0
9.0,1,10.0,9.0,7.0,9.0,9.0,9.0
10.0,1,10.0,8.0,6.0,9.0,8.0,8.0
11.0,1,10.0,8.0,6.0,7.0,8.0,8.0
12.0,1,10.0,8.0,6.0,7.0,7.0,8.0
13.0,1,10.0,8.0,6.0,6.0,6.0,8.0
14.0,1,9.0,7.0,6.0,6.0,6.0,8.0
15.0,1,9.0,6.0,6.0,5.0,6.0,8.0
16.0,1,8.0,6.0,5.0,5.0,6.0,8.0
17.0,1,8.0,6.0,4.0,5.0,6.0,8.0
18.0,1,8.0,5.0,4.0,5.0,6.0,7.0
19.0,1,8.0,5.0,4.0,5.0,6.0,7.0
20.0,1,8.0,5.0,4.0,5.0,6.0,7.0
21.0,1,7.0,4.0,3.0,4.0,6.0,7.0
22.0,1,7.0,4.0,3.0,4.0,6.0,6.0
23.0,1,7.0,4.0,3.0,4.0,5.0,6.0
24.0,1,7.0,4.0,3.0,4.0,5.0,6.0
25.0,1,7.0,4.0,2.0,3.0,5.0,5.0
26.0,1,6.0,3.0,1.0,2.0,4.0,5.0
27.0,1,5.0,3.0,1.0,1.0,4.0,5.0
28.0,1,5.0,3.0,1.0,1.0,2.0,5.0
29.0,1,5.0,3.0,1.0,1.0,2.0,4.0
30.0,1,5.0,3.0,1.0,1.0,2.0,3.0
31.0,1,4.0,3.0,1.0,1.0,2.0,3.0
32.0,1,4.0,3.0,1.0,1.0,1.0,3.0
33.0,1,4.0,2.0,1.0,0.0,1.0,3.0
34.0,1,4.0,2.0,0.0,0.0,1.0,3.0
35.0,1,4.0,2.0,0.0,0.0,1.0,3.0
36.0,1,4.0,2.0,0.0,0.0,1.0,3.0
37.0,1,4.0,2.0,0.0,0.0,1.0,2.0
38.0,1,3.0,2.0,0.0,0.0,1.0,2.0
39.0,1,3.0,2.0,0.0,0.0,1.0,2.0
40.0,1,3.0,1.0,0.0,0.0,1.0,2.0
41.0,1,2.0,1.0,0.0,0.0,1.0,2.0
42.0,1,2.0,0.0,0.0,0.0,1.0,2.0
43.0,1,2.0,0.0,0.0,0.0,1.0,2.0
44.0,1,2.0,0.0,0.0,0.0,1.0,2.0
45.0,1,2.0,0.0,0.0,0.0,1.0,1.0
46.0,1,2.0,0.0,0.0,0.0,1.0,1.0
47.0,1,2.0,0.0,0.0,0.0,1.0,1.0
48.0,1,1.0,0.0,0.0,0.0,1.0,0.0
1.0,2,10.0,10.0,10.0,10.0,10.0,10.0
2.0,2,10.0,10.0,10.0,10.0,10.0,10.0
3.0,2,10.0,10.0,10.0,10.0,10.0,10.0
4.0,2,10.0,10.0,10.0,10.0,10.0,10.0
5.0,2,10.0,10.0,10.0,10.0,10.0,10.0
6.0,2,9.0,10.0,10.0,10.0,10.0,10.0
7.0,2,9.0,10.0,10.0,9.0,9.0,10.0
8.0,2,9.0,10.0,10.0,9.0,8.0,10.0
9.0,2,7.0,10.0,9.0,9.0,8.0,8.0
10.0,2,7.0,9.0,8.0,8.0,8.0,8.0
11.0,2,7.0,8.0,8.0,8.0,7.0,6.0
12.0,2,7.0,8.0,7.0,8.0,7.0,4.0
13.0,2,7.0,8.0,6.0,8.0,7.0,4.0
14.0,2,7.0,8.0,5.0,6.0,7.0,3.0
15.0,2,7.0,8.0,4.0,6.0,7.0,3.0
16.0,2,6.0,8.0,3.0,6.0,7.0,3.0
17.0,2,5.0,8.0,3.0,5.0,7.0,3.0
18.0,2,4.0,8.0,3.0,3.0,7.0,3.0
19.0,2,3.0,7.0,2.0,2.0,6.0,3.0
20.0,2,3.0,7.0,2.0,1.0,5.0,2.0
21.0,2,3.0,7.0,2.0,1.0,4.0,2.0
22.0,2,3.0,7.0,1.0,1.0,3.0,2.0
23.0,2,3.0,5.0,1.0,1.0,3.0,2.0
24.0,2,3.0,5.0,1.0,0.0,1.0,2.0
25.0,2,3.0,3.0,1.0,0.0,1.0,2.0
26.0,2,3.0,2.0,1.0,0.0,1.0,2.0
27.0,2,3.0,2.0,0.0,0.0,1.0,1.0
28.0,2,3.0,2.0,0.0,0.0,1.0,0.0
29.0,2,3.0,2.0,0.0,0.0,0.0,0.0
30.0,2,2.0,2.0,0.0,0.0,0.0,0.0
31.0,2,2.0,2.0,0.0,0.0,0.0,0.0
32.0,2,2.0,2.0,0.0,0.0,0.0,0.0
33.0,2,2.0,1.0,0.0,0.0,0.0,0.0
34.0,2,2.0,1.0,0.0,0.0,0.0,0.0
35.0,2,1.0,1.0,0.0,0.0,0.0,0.0
36.0,2,1.0,0.0,0.0,0.0,0.0,0.0
1.0,3,10.0,10.0,10.0,10.0,10.0,10.0
2.0,3,10.0,10.0,10.0,10.0,10.0,10.0
3.0,3,10.0,10.0,10.0,10.0,10.0,10.0
4.0,3,10.0,10.0,10.0,10.0,10.0,10.0
5.0,3,10.0,10.0,10.0,10.0,10.0,10.0
6.0,3,9.0,10.0,9.0,10.0,10.0,9.0
7.0,3,9.0,10.0,9.0,9.0,10.0,9.0
8.0,3,9.0,10.0,9.0,8.0,9.0,9.0
9.0,3,9.0,10.0,8.0,8.0,9.0,9.0
10.0,3,9.0,9.0,7.0,8.0,9.0,8.0
11.0,3,8.0,9.0,7.0,7.0,9.0,8.0
12.0,3,8.0,9.0,7.0,7.0,7.0,8.0
13.0,3,8.0,9.0,7.0,7.0,7.0,8.0
14.0,3,7.0,9.0,7.0,6.0,7.0,8.0
15.0,3,7.0,9.0,7.0,5.0,7.0,8.0
16.0,3,7.0,9.0,6.0,5.0,7.0,8.0
17.0,3,7.0,9.0,6.0,5.0,5.0,8.0
18.0,3,7.0,8.0,5.0,5.0,5.0,8.0
19.0,3,7.0,8.0,5.0,5.0,5.0,8.0
20.0,3,7.0,8.0,5.0,5.0,5.0,8.0
21.0,3,7.0,8.0,5.0,4.0,5.0,8.0
22.0,3,7.0,8.0,5.0,4.0,4.0,7.0
23.0,3,5.0,8.0,5.0,3.0,3.0,7.0
24.0,3,5.0,7.0,5.0,3.0,3.0,7.0
25.0,3,5.0,7.0,5.0,3.0,2.0,7.0
26.0,3,5.0,7.0,3.0,1.0,2.0,7.0
27.0,3,4.0,6.0,2.0,1.0,2.0,6.0
28.0,3,4.0,6.0,1.0,0.0,2.0,6.0
29.0,3,4.0,5.0,1.0,0.0,2.0,6.0
30.0,3,4.0,5.0,1.0,0.0,2.0,6.0
31.0,3,4.0,5.0,1.0,0.0,2.0,6.0
32.0,3,4.0,5.0,1.0,0.0,2.0,6.0
33.0,3,4.0,5.0,1.0,0.0,2.0,6.0
34.0,3,3.0,4.0,1.0,0.0,2.0,5.0
35.0,3,3.0,3.0,1.0,0.0,2.0,5.0
36.0,3,3.0,3.0,1.0,0.0,1.0,4.0
37.0,3,3.0,3.0,1.0,0.0,1.0,3.0
38.0,3,2.0,3.0,1.0,0.0,1.0,3.0
39.0,3,2.0,3.0,1.0,0.0,0.0,1.0
40.0,3,1.0,3.0,1.0,0.0,0.0,1.0
41.0,3,1.0,2.0,1.0,0.0,0.0,1.0
42.0,3,0.0,1.0,0.0,0.0,0.0,0.0
1.0,4,10.0,10.0,10.0,10.0,10.0,10.0
2.0,4,10.0,10.0,10.0,10.0,10.0,10.0
3.0,4,10.0,10.0,9.0,9.0,10.0,10.0
4.0,4,10.0,10.0,9.0,8.0,9.0,10.0
5.0,4,10.0,10.0,9.0,7.0,8.0,9.0
6.0,4,10.0,10.0,9.0,7.0,7.0,9.0
7.0,4,10.0,10.0,8.0,7.0,7.0,8.0
8.0,4,9.0,9.0,8.0,7.0,7.0,7.0
9.0,4,9.0,9.0,7.0,7.0,6.0,7.0
10.0,4,8.0,9.0,7.0,7.0,6.0,6.0
11.0,4,8.0,9.0,6.0,7.0,6.0,6.0
12.0,4,8.0,8.0,5.0,6.0,6.0,6.0
13.0,4,8.0,8.0,5.0,6.0,6.0,5.0
14.0,4,8.0,7.0,4.0,6.0,6.0,5.0
15.0,4,8.0,7.0,4.0,4.0,5.0,5.0
16.0,4,7.0,7.0,4.0,4.0,5.0,4.0
17.0,4,6.0,6.0,4.0,3.0,4.0,3.0
18.0,4,5.0,6.0,4.0,3.0,4.0,3.0
19.0,4,5.0,6.0,4.0,3.0,4.0,3.0
20.0,4,4.0,5.0,3.0,3.0,4.0,3.0
21.0,4,3.0,4.0,3.0,3.0,4.0,3.0
22.0,4,3.0,3.0,3.0,3.0,4.0,3.0
23.0,4,2.0,3.0,2.0,3.0,4.0,3.0
24.0,4,1.0,3.0,1.0,2.0,4.0,2.0
25.0,4,1.0,3.0,0.0,2.0,3.0,1.0
26.0,4,1.0,2.0,0.0,2.0,3.0,1.0
27.0,4,1.0,2.0,0.0,2.0,3.0,1.0
28.0,4,1.0,2.0,0.0,2.0,3.0,1.0
29.0,4,1.0,2.0,0.0,2.0,3.0,1.0
30.0,4,1.0,2.0,0.0,2.0,3.0,1.0
31.0,4,1.0,2.0,0.0,2.0,3.0,1.0
32.0,4,0.0,2.0,0.0,1.0,3.0,0.0
33.0,4,0.0,2.0,0.0,1.0,2.0,0.0
34.0,4,0.0,2.0,0.0,0.0,1.0,0.0
35.0,4,0.0,2.0,0.0,0.0,1.0,0.0
36.0,4,0.0,2.0,0.0,0.0,1.0,0.0
37.0,4,0.0,2.0,0.0,0.0,1.0,0.0
38.0,4,0.0,2.0,0.0,0.0,0.0,0.0
1.0,5,10.0,10.0,10.0,10.0,10.0,10.0
2.0,5,10.0,10.0,9.0,10.0,10.0,10.0
3.0,5,10.0,9.0,9.0,9.0,10.0,10.0
4.0,5,9.0,9.0,9.0,8.0,9.0,10.0
5.0,5,9.0,9.0,6.0,8.0,9.0,10.0
6.0,5,9.0,7.0,6.0,8.0,9.0,10.0
7.0,5,9.0,7.0,4.0,8.0,9.0,9.0
8.0,5,8.0,6.0,2.0,8.0,9.0,9.0
9.0,5,8.0,5.0,2.0,7.0,7.0,7.0
10.0,5,8.0,5.0,2.0,5.0,7.0,7.0
11.0,5,8.0,5.0,1.0,5.0,6.0,7.0
12.0,5,8.0,5.0,1.0,5.0,6.0,7.0
13.0,5,8.0,5.0,1.0,5.0,6.0,7.0
14.0,5,8.0,5.0,0.0,4.0,4.0,7.0
15.0,5,8.0,5.0,0.0,2.0,4.0,6.0
16.0,5,8.0,5.0,0.0,2.0,2.0,5.0
17.0,5,8.0,5.0,0.0,2.0,2.0,4.0
18.0,5,8.0,5.0,0.0,2.0,1.0,4.0
19.0,5,6.0,5.0,0.0,1.0,1.0,4.0
20.0,5,6.0,5.0,0.0,1.0,1.0,4.0
21.0,5,5.0,5.0,0.0,1.0,1.0,3.0
22.0,5,5.0,5.0,0.0,1.0,1.0,3.0
23.0,5,5.0,5.0,0.0,1.0,1.0,3.0
24.0,5,5.0,4.0,0.0,1.0,1.0,2.0
25.0,5,4.0,4.0,0.0,1.0,1.0,2.0
26.0,5,4.0,4.0,0.0,1.0,1.0,2.0
27.0,5,4.0,4.0,0.0,1.0,1.0,2.0
28.0,5,3.0,4.0,0.0,1.0,1.0,2.0
29.0,5,3.0,4.0,0.0,1.0,1.0,2.0
30.0,5,3.0,4.0,0.0,1.0,1.0,2.0
31.0,5,2.0,4.0,0.0,1.0,1.0,2.0
32.0,5,2.0,4.0,0.0,1.0,0.0,2.0
33.0,5,2.0,4.0,0.0,1.0,0.0,2.0
34.0,5,2.0,4.0,0.0,1.0,0.0,2.0
35.0,5,2.0,3.0,0.0,1.0,0.0,2.0
36.0,5,1.0,3.0,0.0,0.0,0.0,2.0
37.0,5,1.0,3.0,0.0,0.0,0.0,2.0
38.0,5,1.0,3.0,0.0,0.0,0.0,2.0
39.0,5,1.0,3.0,0.0,0.0,0.0,2.0
40.0,5,1.0,3.0,0.0,0.0,0.0,2.0
41.0,5,1.0,3.0,0.0,0.0,0.0,1.0
42.0,5,0.0,3.0,0.0,0.0,0.0,1.0
1.0,6,10.0,10.0,10.0,10.0,10.0,10.0
2.0,6,10.0,10.0,10.0,9.0,10.0,9.0
3.0,6,10.0,10.0,10.0,9.0,9.0,9.0
4.0,6,10.0,10.0,10.0,9.0,9.0,9.0
5.0,6,10.0,10.0,8.0,8.0,9.0,9.0
6.0,6,10.0,9.0,8.0,8.0,8.0,8.0
7.0,6,10.0,9.0,8.0,7.0,8.0,8.0
8.0,6,9.0,9.0,8.0,5.0,6.0,7.0
9.0,6,9.0,9.0,8.0,5.0,5.0,7.0
10.0,6,9.0,8.0,7.0,4.0,5.0,7.0
11.0,6,9.0,8.0,7.0,4.0,4.0,7.0
12.0,6,9.0,8.0,7.0,4.0,4.0,7.0
13.0,6,9.0,8.0,7.0,4.0,4.0,7.0
14.0,6,9.0,8.0,7.0,4.0,3.0,7.0
15.0,6,9.0,7.0,6.0,4.0,3.0,6.0
16.0,6,9.0,6.0,5.0,3.0,3.0,6.0
17.0,6,8.0,6.0,5.0,3.0,3.0,6.0
18.0,6,8.0,6.0,5.0,3.0,3.0,6.0
19.0,6,8.0,6.0,5.0,3.0,3.0,6.0
20.0,6,7.0,6.0,5.0,3.0,3.0,6.0
21.0,6,6.0,5.0,4.0,2.0,3.0,6.0
22.0,6,6.0,5.0,4.0,2.0,3.0,6.0
23.0,6,6.0,4.0,4.0,2.0,3.0,5.0
24.0,6,5.0,4.0,4.0,2.0,3.0,5.0
25.0,6,5.0,4.0,4.0,2.0,3.0,5.0
26.0,6,4.0,4.0,4.0,1.0,3.0,5.0
27.0,6,4.0,3.0,3.0,1.0,3.0,5.0
28.0,6,4.0,2.0,3.0,1.0,3.0,5.0
29.0,6,4.0,1.0,3.0,1.0,3.0,5.0
30.0,6,4.0,1.0,2.0,1.0,3.0,4.0
31.0,6,4.0,1.0,2.0,1.0,3.0,4.0
32.0,6,4.0,1.0,2.0,1.0,3.0,4.0
33.0,6,4.0,1.0,2.0,0.0,3.0,4.0
34.0,6,4.0,1.0,0.0,0.0,2.0,4.0
35.0,6,4.0,1.0,0.0,0.0,2.0,3.0
36.0,6,4.0,1.0,0.0,0.0,2.0,3.0
37.0,6,3.0,0.0,0.0,0.0,1.0,3.0
38.0,6,3.0,0.0,0.0,0.0,1.0,2.0
39.0,6,3.0,0.0,0.0,0.0,1.0,2.0
40.0,6,3.0,0.0,0.0,0.0,1.0,2.0
41.0,6,3.0,0.0,0.0,0.0,1.0,2.0
42.0,6,3.0,0.0,0.0,0.0,1.0,1.0
43.0,6,3.0,0.0,0.0,0.0,0.0,0.0
1.0,7,10.0,10.0,10.0,10.0,10.0,10.0
2.0,7,10.0,10.0,10.0,10.0,10.0,10.0
3.0,7,10.0,10.0,9.0,9.0,10.0,10.0
4.0,7,10.0,10.0,9.0,9.0,10.0,10.0
5.0,7,10.0,10.0,8.0,9.0,10.0,9.0
6.0,7,10.0,10.0,8.0,9.0,10.0,9.0
7.0,7,10.0,9.0,7.0,9.0,10.0,9.0
8.0,7,9.0,9.0,7.0,8.0,10.0,9.0
9.0,7,9.0,9.0,6.0,6.0,9.0,9.0
10.0,7,9.0,9.0,4.0,5.0,9.0,9.0
11.0,7,9.0,9.0,3.0,4.0,9.0,8.0
12.0,7,9.0,9.0,3.0,3.0,8.0,8.0
13.0,7,9.0,9.0,3.0,3.0,8.0,7.0
14.0,7,9.0,9.0,3.0,3.0,8.0,7.0
15.0,7,9.0,9.0,3.0,3.0,8.0,7.0
16.0,7,9.0,9.0,3.0,3.0,8.0,7.0
17.0,7,9.0,8.0,3.0,3.0,7.0,7.0
18.0,7,7.0,7.0,3.0,2.0,7.0,7.0
19.0,7,7.0,7.0,3.0,2.0,6.0,7.0
20.0,7,7.0,5.0,3.0,2.0,6.0,6.0
21.0,7,7.0,5.0,3.0,2.0,6.0,6.0
22.0,7,7.0,5.0,3.0,2.0,6.0,6.0
23.0,7,7.0,5.0,3.0,2.0,6.0,6.0
24.0,7,7.0,5.0,3.0,2.0,6.0,6.0
25.0,7,7.0,5.0,3.0,2.0,6.0,6.0
26.0,7,7.0,5.0,3.0,2.0,6.0,6.0
27.0,7,7.0,4.0,2.0,1.0,6.0,6.0
28.0,7,7.0,4.0,2.0,1.0,5.0,6.0
29.0,7,7.0,4.0,2.0,1.0,5.0,6.0
30.0,7,6.0,4.0,2.0,0.0,5.0,6.0
31.0,7,6.0,4.0,2.0,0.0,4.0,6.0
32.0,7,6.0,4.0,2.0,0.0,4.0,6.0
33.0,7,6.0,4.0,2.0,0.0,4.0,6.0
34.0,7,6.0,4.0,1.0,0.0,4.0,4.0
35.0,7,6.0,4.0,1.0,0.0,3.0,4.0
36.0,7,6.0,4.0,1.0,0.0,3.0,3.0
37.0,7,6.0,4.0,1.0,0.0,3.0,3.0
38.0,7,6.0,4.0,1.0,0.0,3.0,2.0
39.0,7,5.0,4.0,1.0,0.0,3.0,2.0
40.0,7,5.0,3.0,1.0,0.0,2.0,2.0
41.0,7,5.0,3.0,1.0,0.0,2.0,2.0
42.0,7,5.0,3.0,1.0,0.0,2.0,2.0
43.0,7,5.0,2.0,1.0,0.0,1.0,1.0
44.0,7,5.0,2.0,1.0,0.0,1.0,1.0
45.0,7,5.0,2.0,1.0,0.0,1.0,1.0
46.0,7,5.0,2.0,1.0,0.0,1.0,1.0
47.0,7,5.0,2.0,0.0,0.0,1.0,0.0
48.0,7,5.0,2.0,0.0,0.0,1.0,0.0
49.0,7,5.0,2.0,0.0,0.0,1.0,0.0
50.0,7,5.0,2.0,0.0,0.0,1.0,0.0
51.0,7,5.0,2.0,0.0,0.0,1.0,0.0
52.0,7,5.0,2.0,0.0,0.0,1.0,0.0
53.0,7,5.0,2.0,0.0,0.0,1.0,0.0
54.0,7,5.0,2.0,0.0,0.0,1.0,0.0
55.0,7,5.0,2.0,0.0,0.0,1.0,0.0
56.0,7,5.0,2.0,0.0,0.0,1.0,0.0
57.0,7,5.0,1.0,0.0,0.0,1.0,0.0
58.0,7,5.0,1.0,0.0,0.0,1.0,0.0
59.0,7,5.0,1.0,0.0,0.0,1.0,0.0
60.0,7,5.0,1.0,0.0,0.0,1.0,0.0
61.0,7,5.0,1.0,0.0,0.0,1.0,0.0
62.0,7,5.0,1.0,0.0,0.0,1.0,0.0
63.0,7,5.0,0.0,0.0,0.0,1.0,0.0
1.0,8,10.0,10.0,10.0,10.0,10.0,10.0
2.0,8,10.0,10.0,10.0,10.0,10.0,10.0
3.0,8,10.0,10.0,8.0,10.0,10.0,9.0
4.0,8,10.0,9.0,7.0,10.0,9.0,8.0
5.0,8,10.0,7.0,7.0,10.0,9.0,8.0
6.0,8,10.0,7.0,7.0,9.0,9.0,8.0
7.0,8,10.0,7.0,6.0,7.0,8.0,8.0
8.0,8,9.0,7.0,4.0,6.0,8.0,8.0
9.0,8,9.0,6.0,3.0,6.0,7.0,8.0
10.0,8,9.0,6.0,3.0,5.0,7.0,7.0
11.0,8,8.0,6.0,2.0,5.0,7.0,7.0
12.0,8,8.0,6.0,1.0,5.0,7.0,6.0
13.0,8,8.0,5.0,0.0,4.0,6.0,5.0
14.0,8,8.0,5.0,0.0,3.0,6.0,5.0
15.0,8,7.0,5.0,0.0,3.0,6.0,5.0
16.0,8,7.0,5.0,0.0,3.0,6.0,5.0
17.0,8,6.0,5.0,0.0,3.0,6.0,5.0
18.0,8,6.0,5.0,0.0,2.0,6.0,5.0
19.0,8,5.0,5.0,0.0,2.0,6.0,4.0
20.0,8,5.0,5.0,0.0,2.0,4.0,4.0
21.0,8,5.0,5.0,0.0,2.0,4.0,4.0
22.0,8,4.0,5.0,0.0,1.0,3.0,4.0
23.0,8,4.0,5.0,0.0,1.0,3.0,4.0
24.0,8,4.0,5.0,0.0,1.0,3.0,4.0
25.0,8,4.0,5.0,0.0,1.0,3.0,4.0
26.0,8,4.0,5.0,0.0,1.0,3.0,3.0
27.0,8,4.0,5.0,0.0,1.0,3.0,3.0
28.0,8,4.0,5.0,0.0,1.0,3.0,3.0
29.0,8,4.0,4.0,0.0,1.0,3.0,3.0
30.0,8,3.0,4.0,0.0,1.0,3.0,2.0
31.0,8,3.0,3.0,0.0,1.0,2.0,2.0
32.0,8,3.0,3.0,0.0,1.0,2.0,2.0
33.0,8,2.0,3.0,0.0,1.0,2.0,2.0
34.0,8,2.0,3.0,0.0,1.0,2.0,1.0
35.0,8,2.0,3.0,0.0,0.0,2.0,1.0
36.0,8,2.0,3.0,0.0,0.0,1.0,1.0
37.0,8,1.0,3.0,0.0,0.0,1.0,1.0
38.0,8,1.0,3.0,0.0,0.0,0.0,1.0
39.0,8,0.0,2.0,0.0,0.0,0.0,1.0
1.0,9,10.0,10.0,10.0,10.0,10.0,10.0
2.0,9,10.0,10.0,9.0,10.0,10.0,10.0
3.0,9,10.0,10.0,8.0,9.0,10.0,9.0
4.0,9,10.0,9.0,7.0,9.0,10.0,9.0
5.0,9,10.0,9.0,7.0,9.0,10.0,8.0
6.0,9,10.0,9.0,6.0,9.0,10.0,8.0
7.0,9,9.0,9.0,6.0,7.0,10.0,6.0
8.0,9,8.0,9.0,6.0,7.0,10.0,6.0
9.0,9,8.0,9.0,5.0,7.0,10.0,6.0
10.0,9,8.0,8.0,5.0,7.0,10.0,6.0
11.0,9,8.0,7.0,4.0,7.0,9.0,6.0
12.0,9,7.0,5.0,4.0,6.0,9.0,5.0
13.0,9,7.0,5.0,4.0,6.0,9.0,5.0
14.0,9,6.0,5.0,4.0,5.0,8.0,4.0
15.0,9,4.0,5.0,2.0,3.0,8.0,3.0
16.0,9,4.0,4.0,2.0,3.0,7.0,2.0
17.0,9,4.0,4.0,2.0,3.0,7.0,2.0
18.0,9,4.0,4.0,2.0,3.0,7.0,2.0
19.0,9,4.0,4.0,2.0,2.0,7.0,2.0
20.0,9,3.0,4.0,2.0,2.0,7.0,2.0
21.0,9,3.0,4.0,2.0,2.0,7.0,2.0
22.0,9,3.0,4.0,2.0,2.0,7.0,2.0
23.0,9,3.0,4.0,2.0,2.0,7.0,2.0
24.0,9,3.0,3.0,1.0,2.0,7.0,2.0
25.0,9,2.0,3.0,1.0,1.0,7.0,2.0
26.0,9,2.0,3.0,1.0,1.0,6.0,2.0
27.0,9,2.0,3.0,1.0,1.0,6.0,2.0
28.0,9,2.0,2.0,1.0,1.0,6.0,2.0
29.0,9,1.0,2.0,1.0,1.0,6.0,2.0
30.0,9,1.0,2.0,1.0,1.0,6.0,2.0
31.0,9,1.0,2.0,0.0,1.0,5.0,0.0
32.0,9,1.0,2.0,0.0,1.0,5.0,0.0
33.0,9,0.0,2.0,0.0,1.0,5.0,0.0
34.0,9,0.0,2.0,0.0,1.0,5.0,0.0
35.0,9,0.0,1.0,0.0,0.0,4.0,0.0
36.0,9,0.0,0.0,0.0,0.0,3.0,0.0
1.0,10,10.0,10.0,10.0,10.0,10.0,10.0
2.0,10,10.0,10.0,10.0,10.0,10.0,10.0
3.0,10,10.0,10.0,10.0,9.0,10.0,9.0
4.0,10,9.0,10.0,9.0,9.0,10.0,8.0
5.0,10,9.0,10.0,6.0,9.0,10.0,7.0
6.0,10,9.0,9.0,6.0,8.0,10.0,6.0
7.0,10,8.0,9.0,6.0,7.0,10.0,6.0
8.0,10,8.0,9.0,6.0,7.0,10.0,6.0
9.0,10,8.0,9.0,6.0,7.0,10.0,6.0
10.0,10,8.0,9.0,5.0,7.0,9.0,5.0
11.0,10,8.0,8.0,5.0,6.0,9.0,4.0
12.0,10,8.0,8.0,3.0,5.0,8.0,4.0
13.0,10,8.0,7.0,3.0,5.0,8.0,4.0
14.0,10,8.0,7.0,3.0,4.0,8.0,4.0
15.0,10,8.0,7.0,2.0,4.0,7.0,3.0
16.0,10,7.0,6.0,2.0,3.0,6.0,3.0
17.0,10,7.0,6.0,1.0,2.0,6.0,3.0
18.0,10,7.0,6.0,1.0,2.0,6.0,3.0
19.0,10,7.0,6.0,1.0,2.0,6.0,3.0
20.0,10,7.0,6.0,1.0,2.0,6.0,3.0
21.0,10,7.0,6.0,1.0,1.0,5.0,3.0
22.0,10,7.0,6.0,1.0,1.0,4.0,2.0
23.0,10,7.0,6.0,1.0,1.0,4.0,2.0
24.0,10,7.0,6.0,1.0,1.0,4.0,2.0
25.0,10,7.0,6.0,1.0,1.0,4.0,2.0
26.0,10,6.0,6.0,1.0,1.0,4.0,2.0
27.0,10,6.0,6.0,1.0,1.0,4.0,2.0
28.0,10,6.0,6.0,1.0,1.0,4.0,2.0
29.0,10,5.0,6.0,1.0,0.0,4.0,2.0
30.0,10,4.0,5.0,1.0,0.0,2.0,1.0
31.0,10,4.0,4.0,1.0,0.0,2.0,1.0
32.0,10,4.0,4.0,1.0,0.0,1.0,1.0
33.0,10,4.0,3.0,1.0,0.0,1.0,0.0
34.0,10,3.0,2.0,1.0,0.0,1.0,0.0
35.0,10,3.0,2.0,1.0,0.0,1.0,0.0
36.0,10,3.0,2.0,1.0,0.0,1.0,0.0
37.0,10,3.0,2.0,1.0,0.0,1.0,0.0
38.0,10,3.0,2.0,1.0,0.0,1.0,0.0
39.0,10,3.0,1.0,1.0,0.0,1.0,0.0
40.0,10,3.0,1.0,1.0,0.0,1.0,0.0
41.0,10,2.0,0.0,1.0,0.0,1.0,0.0
1.0,11,10.0,10.0,10.0,10.0,10.0,10.0
2.0,11,10.0,10.0,10.0,9.0,10.0,10.0
3.0,11,10.0,10.0,9.0,9.0,9.0,10.0
4.0,11,10.0,10.0,7.0,8.0,9.0,9.0
5.0,11,9.0,10.0,7.0,6.0,9.0,9.0
6.0,11,9.0,10.0,7.0,6.0,9.0,9.0
7.0,11,8.0,10.0,6.0,5.0,9.0,9.0
8.0,11,8.0,10.0,6.0,5.0,9.0,7.0
9.0,11,8.0,10.0,5.0,5.0,8.0,7.0
10.0,11,8.0,10.0,5.0,4.0,8.0,7.0
11.0,11,8.0,10.0,5.0,4.0,7.0,7.0
12.0,11,8.0,8.0,5.0,3.0,5.0,7.0
13.0,11,8.0,8.0,5.0,3.0,5.0,7.0
14.0,11,8.0,7.0,4.0,3.0,5.0,7.0
15.0,11,7.0,7.0,2.0,2.0,4.0,5.0
16.0,11,7.0,7.0,1.0,2.0,4.0,5.0
17.0,11,7.0,7.0,1.0,2.0,4.0,4.0
18.0,11,6.0,7.0,1.0,2.0,4.0,4.0
19.0,11,5.0,7.0,1.0,2.0,4.0,4.0
20.0,11,5.0,6.0,0.0,2.0,4.0,4.0
21.0,11,5.0,5.0,0.0,0.0,4.0,4.0
22.0,11,5.0,5.0,0.0,0.0,3.0,4.0
23.0,11,5.0,5.0,0.0,0.0,3.0,4.0
24.0,11,4.0,4.0,0.0,0.0,3.0,3.0
25.0,11,3.0,4.0,0.0,0.0,2.0,3.0
26.0,11,3.0,4.0,0.0,0.0,2.0,2.0
27.0,11,3.0,4.0,0.0,0.0,2.0,2.0
28.0,11,3.0,4.0,0.0,0.0,2.0,2.0
29.0,11,3.0,4.0,0.0,0.0,2.0,2.0
30.0,11,1.0,4.0,0.0,0.0,2.0,2.0
31.0,11,1.0,3.0,0.0,0.0,1.0,2.0
32.0,11,1.0,2.0,0.0,0.0,1.0,2.0
33.0,11,0.0,1.0,0.0,0.0,1.0,2.0
34.0,11,0.0,1.0,0.0,0.0,1.0,2.0
35.0,11,0.0,1.0,0.0,0.0,0.0,2.0
1.0,12,10.0,10.0,10.0,10.0,10.0,10.0
