"tick","run","remainingTanksBlue","remainingTanksRed","remainingRidersBlue","remainingRidersRed","remainingSoldiersBlue","remainingSoldiersRed"
32.0,70,2.0,1.0,0.0,0.0,0.0,4.0
33.0,70,2.0,1.0,0.0,0.0,0.0,4.0
34.0,70,2.0,1.0,0.0,0.0,0.0,3.0
35.0,70,1.0,0.0,0.0,0.0,0.0,3.0
36.0,70,0.0,0.0,0.0,0.0,0.0,3.0
1.0,71,10.0,10.0,10.0,10.0,10.0,10.0
2.0,71,10.0,10.0,10.0,10.0,10.0,10.0
3.0,71,10.0,10.0,10.0,9.0,10.0,10.0
4.0,71,10.0,10.0,10.0,9.0,9.0,10.0
5.0,71,10.0,10.0,10.0,9.0,9.0,10.0
6.0,71,10.0,10.0,10.0,9.0,9.0,10.0
7.0,71,10.0,9.0,9.0,9.0,8.0,10.0
8.0,71,10.0,8.0,9.0,9.0,8.0,10.0
9.0,71,10.0,8.0,9.0,9.0,8.0,10.0
10.0,71,10.0,8.0,9.0,9.0,8.0,10.0
11.0,71,10.0,7.0,8.0,9.0,8.0,10.0
12.0,71,10.0,7.0,8.0,9.0,8.0,8.0
13.0,71,8.0,7.0,8.0,9.0,8.0,8.0
14.0,71,8.0,7.0,8.0,8.0,8.0,8.0
15.0,71,8.0,7.0,7.0,8.0,8.0,8.0
16.0,71,8.0,7.0,6.0,7.0,8.0,8.0
17.0,71,8.0,7.0,5.0,6.0,7.0,7.0
18.0,71,8.0,7.0,5.0,6.0,7.0,6.0
19.0,71,7.0,7.0,4.0,6.0,7.0,6.0
20.0,71,7.0,6.0,3.0,6.0,7.0,4.0
21.0,71,7.0,6.0,2.0,5.0,6.0,4.0
22.0,71,6.0,5.0,2.0,3.0,5.0,4.0
23.0,71,6.0,5.0,2.0,2.0,4.0,4.0
24.0,71,6.0,5.0,2.0,2.0,3.0,4.0
25.0,71,6.0,5.0,2.0,1.0,3.0,4.0
26.0,71,6.0,5.0,2.0,1.0,2.0,4.0
27.0,71,6.0,4.0,0.0,1.0,2.0,3.0
28.0,71,6.0,3.0,0.0,0.0,1.0,3.0
29.0,71,5.0,3.0,0.0,0.0,1.0,2.0
30.0,71,5.0,3.0,0.0,0.0,1.0,2.0
31.0,71,4.0,3.0,0.0,0.0,1.0,2.0
32.0,71,4.0,2.0,0.0,0.0,0.0,2.0
33.0,71,4.0,2.0,0.0,0.0,0.0,2.0
34.0,71,4.0,2.0,0.0,0.0,0.0,2.0
35.0,71,4.0,2.0,0.0,0.0,0.0,1.0
36.0,71,4.0,2.0,0.0,0.0,0.0,1.0
37.0,71,4.0,2.0,0.0,0.0,0.0,1.0
38.0,71,4.0,2.0,0.0,0.0,0.0,1.0
39.0,71,4.0,2.0,0.0,0.0,0.0,1.0
40.0,71,4.0,2.0,0.0,0.0,0.0,1.0
41.0,71,4.0,1.0,0.0,0.0,0.0,1.0
42.0,71,4.0,1.0,0.0,0.0,0.0,1.0
43.0,71,3.0,1.0,0.0,0.0,0.0,0.0
44.0,71,3.0,1.0,0.0,0.0,0.0,0.0
45.0,71,3.0,1.0,0.0,0.0,0.0,0.0
46.0,71,3.0,1.0,0.0,0.0,0.0,0.0
47.0,71,2.0,1.0,0.0,0.0,0.0,0.0
48.0,71,2.0,1.0,0.0,0.0,0.0,0.0
49.0,71,2.0,1.0,0.0,0.0,0.0,0.0
50.0,71,2.0,0.0,0.0,0.0,0.0,0.0
1.0,72,10.0,10.0,10.0,10.0,10.0,10.0
2.0,72,10.0,10.0,10.0,10.0,10.0,10.0
3.0,72,10.0,10.0,9.0,10.0,10.0,10.0
4.0,72,10.0,9.0,9.0,10.0,9.0,10.0
5.0,72,10.0,8.0,9.0,10.0,9.0,10.0
6.0,72,10.0,8.0,8.0,10.0,9.0,10.0
7.0,72,10.0,8.0,7.0,10.0,9.0,8.0
8.0,72,10.0,8.0,7.0,9.0,8.0,8.0
9.0,72,10.0,8.0,7.0,7.0,7.0,8.0
10.0,72,9.0,7.0,6.0,7.0,7.0,8.0
11.0,72,9.0,7.0,5.0,6.0,7.0,8.0
12.0,72,9.0,7.0,4.0,6.0,7.0,8.0
13.0,72,9.0,7.0,4.0,6.0,7.0,7.0
14.0,72,9.0,7.0,4.0,6.0,7.0,7.0
15.0,72,8.0,7.0,4.0,5.0,7.0,7.0
16.0,72,7.0,7.0,4.0,5.0,7.0,7.0
17.0,72,6.0,7.0,4.0,5.0,6.0,7.0
18.0,72,5.0,7.0,4.0,5.0,6.0,7.0
19.0,72,5.0,7.0,4.0,5.0,5.0,7.0
20.0,72,5.0,5.0,3.0,5.0,5.0,5.0
21.0,72,5.0,4.0,2.0,5.0,4.0,5.0
22.0,72,5.0,4.0,2.0,5.0,4.0,4.0
23.0,72,4.0,4.0,2.0,4.0,4.0,4.0
24.0,72,4.0,3.0,1.0,4.0,4.0,4.0
25.0,72,4.0,3.0,1.0,4.0,4.0,3.0
26.0,72,4.0,3.0,1.0,3.0,4.0,3.0
27.0,72,3.0,3.0,1.0,3.0,4.0,3.0
28.0,72,3.0,3.0,1.0,3.0,4.0,3.0
29.0,72,3.0,3.0,1.0,3.0,3.0,3.0
30.0,72,3.0,2.0,1.0,2.0,3.0,3.0
31.0,72,3.0,2.0,1.0,2.0,2.0,3.0
32.0,72,3.0,2.0,0.0,1.0,2.0,3.0
33.0,72,3.0,2.0,0.0,1.0,2.0,3.0
34.0,72,3.0,2.0,0.0,0.0,1.0,3.0
35.0,72,2.0,2.0,0.0,0.0,1.0,3.0
36.0,72,2.0,2.0,0.0,0.0,1.0,3.0
37.0,72,2.0,2.0,0.0,0.0,1.0,3.0
38.0,72,2.0,2.0,0.0,0.0,1.0,3.0
39.0,72,2.0,2.0,0.0,0.0,1.0,3.0
40.0,72,1.0,2.0,0.0,0.0,1.0,3.0
41.0,72,1.0,2.0,0.0,0.0,1.0,3.0
42.0,72,1.0,2.0,0.0,0.0,0.0,3.0
43.0,72,0.0,2.0,0.0,0.0,0.0,2.0
1.0,73,10.0,10.0,10.0,10.0,10.0,10.0
2.0,73,10.0,10.0,10.0,10.0,10.0,10.0
3.0,73,10.0,10.0,10.0,10.0,10.0,10.0
4.0,73,10.0,10.0,10.0,9.0,10.0,10.0
5.0,73,10.0,9.0,9.0,9.0,8.0,9.0
6.0,73,10.0,9.0,9.0,9.0,8.0,9.0
7.0,73,10.0,9.0,9.0,8.0,7.0,9.0
8.0,73,10.0,8.0,8.0,7.0,7.0,8.0
9.0,73,10.0,8.0,8.0,7.0,6.0,8.0
10.0,73,10.0,8.0,8.0,7.0,6.0,7.0
11.0,73,9.0,8.0,7.0,6.0,6.0,7.0
12.0,73,8.0,8.0,7.0,5.0,6.0,7.0
13.0,73,8.0,8.0,7.0,5.0,5.0,7.0
14.0,73,8.0,7.0,6.0,4.0,5.0,6.0
15.0,73,8.0,7.0,6.0,3.0,4.0,6.0
16.0,73,8.0,7.0,6.0,3.0,4.0,5.0
17.0,73,7.0,7.0,5.0,3.0,4.0,5.0
18.0,73,7.0,5.0,3.0,3.0,4.0,4.0
19.0,73,7.0,5.0,2.0,3.0,4.0,4.0
20.0,73,7.0,5.0,2.0,2.0,3.0,4.0
21.0,73,7.0,5.0,2.0,2.0,3.0,4.0
22.0,73,7.0,5.0,2.0,2.0,3.0,4.0
23.0,73,7.0,5.0,2.0,2.0,3.0,4.0
24.0,73,7.0,4.0,1.0,2.0,3.0,3.0
25.0,73,7.0,3.0,1.0,2.0,3.0,3.0
26.0,73,6.0,3.0,0.0,2.0,3.0,3.0
27.0,73,6.0,2.0,0.0,2.0,3.0,3.0
28.0,73,6.0,1.0,0.0,2.0,2.0,3.0
29.0,73,5.0,1.0,0.0,1.0,2.0,3.0
30.0,73,5.0,1.0,0.0,0.0,2.0,3.0
31.0,73,5.0,1.0,0.0,0.0,1.0,3.0
32.0,73,4.0,1.0,0.0,0.0,1.0,3.0
33.0,73,4.0,1.0,0.0,0.0,1.0,3.0
34.0,73,4.0,1.0,0.0,0.0,1.0,3.0
35.0,73,4.0,1.0,0.0,0.0,1.0,2.0
36.0,73,3.0,1.0,0.0,0.0,1.0,2.0
37.0,73,3.0,0.0,0.0,0.0,1.0,1.0
38.0,73,2.0,0.0,0.0,0.0,1.0,1.0
39.0,73,2.0,0.0,0.0,0.0,1.0,1.0
40.0,73,2.0,0.0,0.0,0.0,1.0,1.0
41.0,73,2.0,0.0,0.0,0.0,1.0,0.0
1.0,74,10.0,10.0,10.0,10.0,10.0,10.0
2.0,74,10.0,10.0,9.0,10.0,10.0,9.0
3.0,74,10.0,10.0,9.0,10.0,9.0,8.0
4.0,74,10.0,10.0,8.0,10.0,8.0,8.0
5.0,74,10.0,10.0,8.0,9.0,8.0,7.0
6.0,74,10.0,10.0,7.0,9.0,7.0,6.0
7.0,74,10.0,10.0,7.0,8.0,6.0,6.0
8.0,74,10.0,7.0,5.0,8.0,5.0,5.0
9.0,74,9.0,7.0,5.0,7.0,5.0,5.0
10.0,74,9.0,7.0,4.0,7.0,5.0,5.0
11.0,74,9.0,7.0,3.0,7.0,5.0,5.0
12.0,74,9.0,7.0,3.0,7.0,5.0,4.0
13.0,74,8.0,7.0,3.0,6.0,5.0,4.0
14.0,74,7.0,6.0,3.0,5.0,4.0,4.0
15.0,74,7.0,6.0,3.0,5.0,4.0,4.0
16.0,74,6.0,6.0,3.0,5.0,4.0,4.0
17.0,74,6.0,5.0,3.0,4.0,4.0,4.0
18.0,74,6.0,5.0,2.0,4.0,4.0,4.0
19.0,74,5.0,5.0,2.0,4.0,4.0,4.0
20.0,74,4.0,5.0,2.0,2.0,3.0,4.0
21.0,74,3.0,5.0,1.0,2.0,3.0,2.0
22.0,74,3.0,4.0,1.0,1.0,2.0,2.0
23.0,74,2.0,4.0,1.0,1.0,2.0,2.0
24.0,74,2.0,4.0,0.0,0.0,2.0,2.0
25.0,74,1.0,3.0,0.0,0.0,2.0,2.0
26.0,74,1.0,3.0,0.0,0.0,2.0,2.0
27.0,74,1.0,3.0,0.0,0.0,1.0,2.0
28.0,74,1.0,3.0,0.0,0.0,1.0,2.0
29.0,74,0.0,3.0,0.0,0.0,1.0,2.0
30.0,74,0.0,3.0,0.0,0.0,1.0,2.0
31.0,74,0.0,3.0,0.0,0.0,0.0,1.0
1.0,75,10.0,10.0,10.0,10.0,10.0,10.0
2.0,75,10.0,10.0,10.0,10.0,10.0,10.0
3.0,75,10.0,10.0,10.0,10.0,9.0,10.0
4.0,75,10.0,10.0,9.0,10.0,9.0,10.0
5.0,75,10.0,10.0,9.0,9.0,9.0,10.0
6.0,75,10.0,10.0,9.0,9.0,9.0,10.0
7.0,75,10.0,10.0,5.0,8.0,9.0,10.0
8.0,75,10.0,8.0,5.0,8.0,9.0,9.0
9.0,75,10.0,8.0,4.0,8.0,9.0,8.0
10.0,75,10.0,8.0,4.0,7.0,9.0,8.0
11.0,75,10.0,8.0,4.0,6.0,8.0,8.0
12.0,75,9.0,8.0,4.0,6.0,7.0,8.0
13.0,75,9.0,8.0,4.0,6.0,6.0,8.0
14.0,75,9.0,8.0,4.0,6.0,6.0,8.0
15.0,75,9.0,8.0,4.0,6.0,6.0,8.0
16.0,75,9.0,8.0,3.0,5.0,5.0,8.0
17.0,75,7.0,8.0,2.0,5.0,5.0,7.0
18.0,75,7.0,8.0,1.0,5.0,5.0,7.0
19.0,75,7.0,7.0,1.0,5.0,5.0,7.0
20.0,75,7.0,7.0,1.0,5.0,5.0,6.0
21.0,75,7.0,7.0,0.0,5.0,4.0,6.0
22.0,75,7.0,7.0,0.0,5.0,4.0,5.0
23.0,75,7.0,7.0,0.0,5.0,4.0,5.0
24.0,75,6.0,7.0,0.0,4.0,3.0,4.0
25.0,75,6.0,7.0,0.0,4.0,3.0,4.0
26.0,75,6.0,5.0,0.0,3.0,3.0,4.0
27.0,75,4.0,5.0,0.0,2.0,3.0,4.0
28.0,75,3.0,5.0,0.0,1.0,3.0,4.0
29.0,75,2.0,5.0,0.0,1.0,3.0,4.0
30.0,75,2.0,5.0,0.0,1.0,3.0,4.0
31.0,75,2.0,5.0,0.0,1.0,3.0,3.0
32.0,75,2.0,5.0,0.0,1.0,2.0,3.0
33.0,75,2.0,4.0,0.0,1.0,1.0,3.0
34.0,75,2.0,4.0,0.0,1.0,1.0,3.0
35.0,75,2.0,4.0,0.0,1.0,1.0,3.0
36.0,75,2.0,4.0,0.0,1.0,1.0,3.0
37.0,75,2.0,4.0,0.0,1.0,1.0,3.0
38.0,75,2.0,4.0,0.0,1.0,1.0,3.0
39.0,75,2.0,4.0,0.0,1.0,1.0,3.0
40.0,75,1.0,4.0,0.0,1.0,1.0,3.0
41.0,75,1.0,4.0,0.0,1.0,1.0,3.0
42.0,75,1.0,4.0,0.0,1.0,1.0,3.0
43.0,75,1.0,4.0,0.0,1.0,1.0,3.0
44.0,75,1.0,3.0,0.0,1.0,1.0,3.0
45.0,75,1.0,3.0,0.0,1.0,0.0,3.0
46.0,75,1.0,2.0,0.0,1.0,0.0,3.0
47.0,75,0.0,2.0,0.0,1.0,0.0,2.0
1.0,76,10.0,10.0,10.0,10.0,10.0,10.0
2.0,76,10.0,10.0,10.0,10.0,10.0,10.0
3.0,76,10.0,10.0,10.0,9.0,10.0,10.0
4.0,76,10.0,10.0,9.0,8.0,10.0,10.0
5.0,76,9.0,10.0,9.0,8.0,10.0,9.0
6.0,76,9.0,9.0,7.0,7.0,10.0,8.0
7.0,76,8.0,9.0,7.0,7.0,10.0,8.0
8.0,76,8.0,8.0,6.0,7.0,9.0,8.0
9.0,76,6.0,8.0,6.0,5.0,9.0,6.0
10.0,76,6.0,7.0,4.0,5.0,9.0,6.0
11.0,76,6.0,7.0,4.0,4.0,8.0,6.0
12.0,76,6.0,7.0,4.0,3.0,8.0,6.0
13.0,76,5.0,7.0,4.0,3.0,8.0,6.0
14.0,76,3.0,7.0,3.0,3.0,8.0,6.0
15.0,76,3.0,7.0,3.0,2.0,8.0,5.0
16.0,76,3.0,7.0,3.0,2.0,7.0,5.0
17.0,76,2.0,7.0,3.0,2.0,7.0,5.0
18.0,76,2.0,7.0,3.0,2.0,7.0,5.0
19.0,76,2.0,7.0,2.0,2.0,7.0,4.0
20.0,76,2.0,7.0,2.0,2.0,7.0,4.0
21.0,76,2.0,7.0,2.0,2.0,7.0,4.0
22.0,76,2.0,7.0,2.0,2.0,7.0,4.0
23.0,76,2.0,7.0,2.0,2.0,7.0,4.0
24.0,76,2.0,6.0,2.0,2.0,7.0,4.0
25.0,76,1.0,6.0,2.0,2.0,7.0,4.0
26.0,76,1.0,6.0,2.0,2.0,7.0,4.0
27.0,76,1.0,6.0,1.0,2.0,7.0,4.0
28.0,76,1.0,5.0,1.0,2.0,6.0,4.0
29.0,76,1.0,5.0,0.0,2.0,6.0,4.0
30.0,76,1.0,5.0,0.0,2.0,6.0,3.0
31.0,76,1.0,4.0,0.0,1.0,6.0,3.0
32.0,76,1.0,4.0,0.0,1.0,5.0,2.0
33.0,76,1.0,4.0,0.0,1.0,5.0,2.0
34.0,76,1.0,4.0,0.0,1.0,5.0,2.0
35.0,76,1.0,4.0,0.0,1.0,5.0,2.0
36.0,76,1.0,4.0,0.0,1.0,5.0,2.0
37.0,76,1.0,4.0,0.0,1.0,4.0,1.0
38.0,76,1.0,4.0,0.0,1.0,4.0,1.0
39.0,76,1.0,4.0,0.0,0.0,3.0,1.0
40.0,76,1.0,4.0,0.0,0.0,2.0,1.0
41.0,76,1.0,3.0,0.0,0.0,2.0,1.0
42.0,76,1.0,3.0,0.0,0.0,2.0,1.0
43.0,76,1.0,3.0,0.0,0.0,2.0,1.0
44.0,76,1.0,3.0,0.0,0.0,2.0,1.0
45.0,76,1.0,3.0,0.0,0.0,2.0,1.0
46.0,76,1.0,3.0,0.0,0.0,2.0,1.0
47.0,76,1.0,3.0,0.0,0.0,2.0,1.0
48.0,76,0.0,2.0,0.0,0.0,2.0,1.0
49.0,76,0.0,2.0,0.0,0.0,2.0,1.0
50.0,76,0.0,2.0,0.0,0.0,1.0,0.0
51.0,76,0.0,2.0,0.0,0.0,1.0,0.0
52.0,76,0.0,2.0,0.0,0.0,1.0,0.0
53.0,76,0.0,2.0,0.0,0.0,1.0,0.0
54.0,76,0.0,2.0,0.0,0.0,1.0,0.0
55.0,76,0.0,1.0,0.0,0.0,1.0,0.0
56.0,76,0.0,1.0,0.0,0.0,0.0,0.0
1.0,77,10.0,10.0,10.0,10.0,10.0,10.0
2.0,77,10.0,10.0,10.0,10.0,10.0,10.0
3.0,77,10.0,10.0,9.0,10.0,10.0,10.0
4.0,77,10.0,10.0,9.0,8.0,9.0,8.0
5.0,77,10.0,10.0,8.0,8.0,8.0,8.0
6.0,77,9.0,10.0,8.0,6.0,7.0,8.0
7.0,77,9.0,10.0,7.0,6.0,7.0,8.0
8.0,77,9.0,10.0,7.0,5.0,7.0,8.0
9.0,77,9.0,10.0,7.0,5.0,7.0,8.0
10.0,77,9.0,10.0,7.0,4.0,7.0,7.0
11.0,77,9.0,10.0,6.0,4.0,6.0,7.0
12.0,77,9.0,10.0,6.0,4.0,6.0,7.0
13.0,77,9.0,10.0,6.0,4.0,6.0,7.0
14.0,77,9.0,10.0,6.0,4.0,6.0,7.0
15.0,77,9.0,9.0,6.0,4.0,6.0,7.0
16.0,77,9.0,9.0,6.0,4.0,6.0,7.0
17.0,77,9.0,9.0,6.0,3.0,6.0,7.0
18.0,77,8.0,9.0,6.0,3.0,5.0,7.0
19.0,77,8.0,8.0,5.0,2.0,5.0,7.0
20.0,77,8.0,8.0,5.0,2.0,5.0,7.0
21.0,77,8.0,8.0,5.0,2.0,5.0,7.0
22.0,77,8.0,7.0,5.0,2.0,5.0,7.0
23.0,77,7.0,7.0,5.0,2.0,5.0,7.0
24.0,77,6.0,6.0,5.0,2.0,4.0,6.0
25.0,77,6.0,6.0,4.0,2.0,3.0,6.0
26.0,77,6.0,5.0,3.0,2.0,2.0,5.0
27.0,77,6.0,4.0,3.0,2.0,2.0,4.0
28.0,77,6.0,4.0,3.0,2.0,2.0,4.0
29.0,77,4.0,4.0,3.0,1.0,2.0,3.0
30.0,77,4.0,4.0,3.0,1.0,1.0,3.0
31.0,77,4.0,4.0,3.0,1.0,1.0,3.0
32.0,77,4.0,4.0,3.0,1.0,1.0,3.0
33.0,77,4.0,4.0,3.0,1.0,1.0,3.0
34.0,77,4.0,4.0,3.0,1.0,1.0,3.0
35.0,77,3.0,4.0,3.0,1.0,1.0,3.0
36.0,77,3.0,4.0,3.0,1.0,1.0,3.0
37.0,77,3.0,3.0,2.0,0.0,1.0,3.0
38.0,77,3.0,2.0,1.0,0.0,1.0,3.0
39.0,77,3.0,2.0,0.0,0.0,1.0,2.0
40.0,77,3.0,2.0,0.0,0.0,1.0,0.0
41.0,77,3.0,2.0,0.0,0.0,1.0,0.0
42.0,77,3.0,2.0,0.0,0.0,1.0,0.0
43.0,77,3.0,2.0,0.0,0.0,0.0,0.0
44.0,77,3.0,2.0,0.0,0.0,0.0,0.0
45.0,77,3.0,2.0,0.0,0.0,0.0,0.0
46.0,77,3.0,2.0,0.0,0.0,0.0,0.0
47.0,77,2.0,2.0,0.0,0.0,0.0,0.0
48.0,77,2.0,2.0,0.0,0.0,0.0,0.0
49.0,77,2.0,2.0,0.0,0.0,0.0,0.0
50.0,77,2.0,2.0,0.0,0.0,0.0,0.0
51.0,77,2.0,2.0,0.0,0.0,0.0,0.0
52.0,77,2.0,1.0,0.0,0.0,0.0,0.0
53.0,77,2.0,1.0,0.0,0.0,0.0,0.0
54.0,77,2.0,1.0,0.0,0.0,0.0,0.0
55.0,77,2.0,1.0,0.0,0.0,0.0,0.0
56.0,77,2.0,0.0,0.0,0.0,0.0,0.0
1.0,78,10.0,10.0,10.0,10.0,10.0,10.0
2.0,78,10.0,10.0,10.0,9.0,10.0,10.0
3.0,78,10.0,10.0,10.0,9.0,9.0,10.0
4.0,78,10.0,9.0,9.0,9.0,9.0,10.0
5.0,78,10.0,9.0,9.0,9.0,9.0,9.0
6.0,78,10.0,9.0,8.0,9.0,9.0,9.0
7.0,78,10.0,9.0,8.0,8.0,9.0,9.0
8.0,78,10.0,9.0,8.0,8.0,9.0,9.0
9.0,78,9.0,9.0,7.0,7.0,9.0,9.0
10.0,78,9.0,9.0,5.0,6.0,9.0,9.0
11.0,78,9.0,8.0,5.0,6.0,7.0,7.0
12.0,78,8.0,7.0,4.0,5.0,7.0,6.0
13.0,78,8.0,7.0,3.0,5.0,6.0,6.0
14.0,78,8.0,7.0,3.0,5.0,6.0,4.0
15.0,78,7.0,7.0,2.0,4.0,5.0,4.0
16.0,78,7.0,7.0,2.0,2.0,3.0,4.0
17.0,78,7.0,7.0,2.0,2.0,3.0,4.0
18.0,78,7.0,7.0,2.0,2.0,3.0,4.0
19.0,78,7.0,7.0,2.0,2.0,2.0,4.0
20.0,78,7.0,7.0,2.0,2.0,2.0,2.0
21.0,78,6.0,7.0,2.0,2.0,2.0,2.0
22.0,78,6.0,7.0,2.0,2.0,2.0,2.0
23.0,78,6.0,6.0,2.0,2.0,2.0,2.0
24.0,78,6.0,6.0,2.0,2.0,2.0,2.0
25.0,78,6.0,6.0,2.0,1.0,1.0,2.0
26.0,78,6.0,5.0,1.0,1.0,1.0,2.0
27.0,78,5.0,5.0,0.0,1.0,1.0,2.0
28.0,78,5.0,3.0,0.0,1.0,1.0,2.0
29.0,78,5.0,3.0,0.0,1.0,1.0,2.0
30.0,78,4.0,3.0,0.0,1.0,1.0,2.0
31.0,78,4.0,2.0,0.0,1.0,1.0,2.0
32.0,78,4.0,2.0,0.0,1.0,1.0,0.0
33.0,78,2.0,2.0,0.0,1.0,1.0,0.0
34.0,78,1.0,1.0,0.0,0.0,1.0,0.0
35.0,78,1.0,1.0,0.0,0.0,1.0,0.0
36.0,78,1.0,1.0,0.0,0.0,1.0,0.0
37.0,78,1.0,1.0,0.0,0.0,1.0,0.0
38.0,78,1.0,1.0,0.0,0.0,1.0,0.0
39.0,78,1.0,1.0,0.0,0.0,1.0,0.0
40.0,78,1.0,1.0,0.0,0.0,1.0,0.0
41.0,78,1.0,1.0,0.0,0.0,1.0,0.0
42.0,78,0.0,1.0,0.0,0.0,1.0,0.0
43.0,78,0.0,1.0,0.0,0.0,1.0,0.0
44.0,78,0.0,1.0,0.0,0.0,1.0,0.0
45.0,78,0.0,1.0,0.0,0.0,1.0,0.0
46.0,78,0.0,0.0,0.0,0.0,0.0,0.0
1.0,79,10.0,10.0,10.0,10.0,10.0,10.0
2.0,79,10.0,10.0,10.0,10.0,10.0,10.0
3.0,79,10.0,10.0,10.0,10.0,10.0,10.0
4.0,79,10.0,10.0,10.0,10.0,10.0,10.0
5.0,79,10.0,10.0,9.0,9.0,10.0,10.0
6.0,79,10.0,9.0,8.0,9.0,10.0,10.0
7.0,79,10.0,8.0,8.0,8.0,10.0,10.0
8.0,79,10.0,8.0,7.0,8.0,9.0,10.0
9.0,79,10.0,7.0,7.0,8.0,8.0,9.0
10.0,79,10.0,5.0,5.0,8.0,8.0,9.0
11.0,79,10.0,4.0,5.0,8.0,8.0,9.0
12.0,79,9.0,3.0,4.0,7.0,8.0,9.0
13.0,79,9.0,3.0,3.0,7.0,8.0,7.0
14.0,79,9.0,3.0,3.0,5.0,7.0,7.0
15.0,79,8.0,3.0,3.0,5.0,6.0,7.0
16.0,79,8.0,3.0,3.0,5.0,6.0,7.0
17.0,79,8.0,3.0,3.0,5.0,6.0,7.0
18.0,79,8.0,3.0,3.0,5.0,6.0,7.0
19.0,79,8.0,3.0,3.0,5.0,6.0,7.0
20.0,79,7.0,3.0,3.0,5.0,6.0,7.0
21.0,79,7.0,3.0,2.0,4.0,6.0,7.0
22.0,79,7.0,3.0,1.0,4.0,6.0,6.0
23.0,79,7.0,3.0,1.0,3.0,6.0,6.0
24.0,79,7.0,3.0,1.0,3.0,6.0,6.0
25.0,79,7.0,3.0,1.0,3.0,6.0,6.0
26.0,79,7.0,3.0,1.0,3.0,5.0,6.0
27.0,79,7.0,3.0,1.0,3.0,5.0,5.0
28.0,79,7.0,3.0,1.0,3.0,4.0,5.0
29.0,79,7.0,3.0,1.0,2.0,3.0,5.0
30.0,79,7.0,3.0,1.0,2.0,3.0,5.0
31.0,79,7.0,3.0,1.0,2.0,3.0,5.0
32.0,79,6.0,3.0,1.0,1.0,2.0,5.0
33.0,79,5.0,3.0,1.0,1.0,2.0,4.0
34.0,79,5.0,3.0,1.0,1.0,2.0,4.0
35.0,79,5.0,3.0,1.0,1.0,2.0,4.0
36.0,79,5.0,3.0,1.0,1.0,2.0,4.0
37.0,79,5.0,3.0,0.0,1.0,2.0,4.0
38.0,79,5.0,3.0,0.0,1.0,2.0,3.0
39.0,79,5.0,3.0,0.0,1.0,2.0,3.0
40.0,79,5.0,2.0,0.0,1.0,2.0,3.0
41.0,79,5.0,2.0,0.0,1.0,2.0,3.0
42.0,79,5.0,1.0,0.0,1.0,2.0,3.0
43.0,79,4.0,1.0,0.0,1.0,2.0,2.0
44.0,79,4.0,1.0,0.0,0.0,2.0,2.0
45.0,79,3.0,1.0,0.0,0.0,2.0,2.0
46.0,79,3.0,1.0,0.0,0.0,2.0,2.0
47.0,79,3.0,1.0,0.0,0.0,2.0,2.0
48.0,79,2.0,1.0,0.0,0.0,2.0,2.0
49.0,79,2.0,1.0,0.0,0.0,2.0,2.0
50.0,79,2.0,1.0,0.0,0.0,2.0,1.0
51.0,79,2.0,1.0,0.0,0.0,2.0,0.0
52.0,79,1.0,1.0,0.0,0.0,2.0,0.0
53.0,79,1.0,1.0,0.0,0.0,2.0,0.0
54.0,79,1.0,0.0,0.0,0.0,2.0,0.0
1.0,80,10.0,10.0,10.0,10.0,10.0,10.0
2.0,80,10.0,10.0,10.0,10.0,10.0,10.0
3.0,80,10.0,10.0,10.0,9.0,10.0,10.0
4.0,80,10.0,10.0,8.0,9.0,10.0,10.0
5.0,80,10.0,10.0,8.0,8.0,10.0,10.0
6.0,80,10.0,10.0,8.0,8.0,10.0,10.0
7.0,80,10.0,10.0,8.0,7.0,9.0,10.0
8.0,80,9.0,9.0,8.0,7.0,7.0,10.0
9.0,80,9.0,9.0,8.0,7.0,7.0,10.0
10.0,80,9.0,9.0,8.0,6.0,6.0,10.0
11.0,80,9.0,9.0,7.0,5.0,6.0,9.0
12.0,80,9.0,9.0,6.0,5.0,6.0,9.0
13.0,80,9.0,9.0,6.0,5.0,6.0,8.0
14.0,80,9.0,9.0,5.0,5.0,6.0,8.0
15.0,80,9.0,9.0,4.0,4.0,6.0,7.0
16.0,80,9.0,9.0,3.0,4.0,5.0,6.0
17.0,80,9.0,7.0,3.0,3.0,4.0,6.0
18.0,80,9.0,7.0,3.0,3.0,4.0,6.0
19.0,80,8.0,7.0,3.0,3.0,4.0,6.0
20.0,80,7.0,7.0,3.0,2.0,4.0,6.0
21.0,80,6.0,7.0,3.0,1.0,4.0,6.0
22.0,80,6.0,7.0,3.0,0.0,4.0,6.0
23.0,80,6.0,7.0,3.0,0.0,4.0,5.0
24.0,80,5.0,7.0,2.0,0.0,4.0,5.0
25.0,80,5.0,6.0,2.0,0.0,4.0,4.0
26.0,80,5.0,5.0,2.0,0.0,4.0,4.0
27.0,80,5.0,5.0,2.0,0.0,4.0,4.0
28.0,80,3.0,5.0,2.0,0.0,4.0,4.0
29.0,80,3.0,5.0,2.0,0.0,4.0,4.0
30.0,80,3.0,5.0,1.0,0.0,4.0,4.0
31.0,80,3.0,4.0,1.0,0.0,4.0,4.0
32.0,80,3.0,4.0,1.0,0.0,4.0,4.0
33.0,80,3.0,4.0,1.0,0.0,4.0,4.0
34.0,80,3.0,4.0,1.0,0.0,4.0,3.0
35.0,80,2.0,3.0,1.0,0.0,4.0,3.0
